GENDER,WORK_COUNTRY,AGE,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,avg_discount,Points_Sum,Point_NotFlight,GENDER_label,WORK_COUNTRY_label
Male,CN,45.0,4,4435,240.0,3654.0,8259,16,124.3333333,334,0.57821528,4435,0,1,15
Male,CN,36.0,5,4544,512.0,0.0,6786,338,67.0,248,0.703713528,6344,2,1,15
Male,CN,29.0,6,4211,2603.0,1816.0,6961,36,108.0,203,0.685991955,4211,0,1,15
Male,CN,31.0,5,4750,1620.0,3173.0,5112,80,115.5,154,0.934008216,4750,0,1,15
Male,CN,46.0,3,4434,0.0,4049.0,8526,46,101.5,164,0.56,4434,0,1,15
Female,CN,27.0,8,4166,0.0,0.0,9231,289,46.85714286,150,0.5172029029999999,4166,0,0,15
Male,CN,41.0,9,3947,1717.0,3177.0,8112,7,84.875,217,0.5885170120000001,3947,0,1,15
Male,CN,40.0,4,4465,896.0,1976.0,6874,80,127.0,357,0.694495199,4465,0,1,15
Female,CN,37.0,5,4662,0.0,2683.0,5899,100,155.5,402,0.8092761479999999,4662,0,0,15
Male,CN,36.0,6,4783,1728.0,2381.0,5434,2,96.4,211,0.878511226,4783,0,1,15
Male,CN,46.0,7,3058,4136.0,588.0,8198,366,27.33333333,92,0.5821358870000001,3058,0,1,15
Male,CN,59.0,4,4330,2432.0,742.0,5622,214,86.66666667,104,0.848815368,4330,0,1,15
Male,CN,40.0,6,3206,4633.0,0.0,7246,506,39.4,162,0.658535744,3206,0,1,15
Male,CN,36.0,8,4512,3889.0,568.0,5198,335,55.14285714,296,0.91775683,4512,0,1,15
Male,CN,35.0,6,4739,4004.0,883.0,4938,249,76.4,306,0.965990279,4739,0,1,15
Male,CN,28.0,4,4240,0.0,607.0,4935,172,133.3333333,397,0.966541033,4240,0,1,15
Female,CN,38.0,2,5086,0.0,4066.0,5420,52,5.0,5,0.88,5086,0,0,15
Male,CN,32.0,7,4098,4480.0,0.0,6560,496,29.16666667,125,0.727057927,4098,0,1,15
Male,CN,56.0,7,4427,4621.0,0.0,8536,428,47.16666667,131,0.558727741,4427,0,1,15
Male,CN,32.0,7,3238,4234.0,548.0,5096,356,27.83333333,56,0.935714286,3238,0,1,15
Female,CN,42.0,4,3589,4326.0,0.0,6440,403,78.66666667,183,0.740434783,3789,1,0,15
Male,HK,47.0,6,4711,0.0,4401.0,6355,177,36.2,172,0.750306845,4711,0,1,27
Male,CN,37.0,6,3496,3021.0,1262.0,8425,65,73.8,333,0.56587181,3496,0,1,15
Male,CN,40.0,6,3818,2104.0,2565.0,7004,169,84.8,249,0.680672473,3818,0,1,15
Female,CN,53.0,5,3897,1360.0,1351.0,5661,220,125.0,383,0.842045575,3897,0,0,15
Male,CN,31.0,2,4748,0.0,3503.0,6569,44,16.0,16,0.72554879,4748,0,1,15
Female,CN,36.0,4,3250,4029.0,0.0,9073,537,43.66666667,66,0.525294831,3250,0,0,15
Male,CN,49.0,5,4792,2048.0,714.0,6549,27,169.5,432,0.7276897240000001,4792,0,1,15
Female,CN,33.0,3,4064,0.0,4015.0,8229,45,22.0,31,0.579099526,4064,0,0,15
Male,CN,32.0,5,4778,1254.0,3584.0,5350,348,25.0,90,0.890691589,4778,0,1,15
Male,US,34.0,4,3448,2526.0,2143.0,6386,190,119.0,158,0.7461227690000001,3448,0,1,80
Male,CN,44.0,4,3647,1045.0,2439.0,10170,11,143.0,423,0.468477876,3647,0,1,15
Female,CN,44.0,4,3769,632.0,3774.0,6724,69,150.0,279,0.7085425340000001,3769,0,0,15
Male,CN,44.0,3,4893,0.0,3710.0,5590,184,60.5,77,0.852271914,4893,0,1,15
Female,CN,33.0,4,4153,1806.0,1334.0,4997,184,124.6666667,292,0.953291975,4153,0,0,15
Male,CN,37.0,5,4210,0.0,4486.0,7010,25,17.5,32,0.67953067,4210,0,1,15
Male,CN,47.0,3,4167,0.0,4290.0,5642,15,85.0,88,0.844221907,4167,0,1,15
Male,CN,31.0,4,4247,2068.0,0.0,5947,550,57.66666667,90,0.800865983,4247,0,1,15
Male,CN,28.0,7,3312,0.0,4415.0,9932,121,22.33333333,59,0.479512686,3312,0,1,15
Male,CN,38.0,4,4617,0.0,3094.0,7773,100,125.0,229,0.612652772,4617,0,1,15
Female,CN,40.0,2,2290,0.0,2800.0,6348,170,15.0,15,0.75,2290,0,0,15
Male,CN,29.0,9,1930,3060.0,1428.0,11402,115,53.875,138,0.417555692,1930,0,1,15
Male,CN,30.0,3,2948,3288.0,0.0,7375,427,11.0,13,0.645545763,2948,0,1,15
Male,CN,34.0,7,2348,4212.0,395.0,9982,68,67.5,324,0.4769184529999999,2348,0,1,15
Male,CN,45.0,5,4322,497.0,1665.0,6181,33,146.5,260,0.77016664,4322,0,1,15
Male,CN,46.0,2,3793,3830.0,0.0,6678,596,31.0,31,0.71278826,3793,0,1,15
Female,CN,22.0,6,2863,0.0,647.0,9447,217,77.0,185,0.503753573,2863,0,0,15
Male,CN,33.0,5,3582,4457.0,0.0,5553,593,22.75,61,0.8568791640000001,3582,0,1,15
Male,CN,52.0,7,4046,1542.0,2952.0,8837,120,91.0,203,0.538415752,5546,1,1,15
Male,CN,54.0,7,4073,2372.0,3467.0,6507,67,102.6666667,433,0.731143384,4073,0,1,15
Male,JP,36.0,2,4982,7130.0,0.0,5286,599,5.0,5,0.9,4982,0,1,35
Male,CN,46.0,9,4755,0.0,5063.0,7011,4,25.0,119,0.678552275,4755,0,1,15
Male,CN,57.0,6,4586,1980.0,3086.0,6031,125,111.0,379,0.788807826,4586,0,1,15
Male,CN,66.0,4,4022,855.0,3430.0,6785,96,132.0,245,0.70113633,5522,1,1,15
Male,CN,45.0,2,6146,0.0,4132.0,5872,199,7.0,7,0.81,6146,0,1,15
Male,CN,31.0,5,3312,4294.0,0.0,7719,516,29.5,89,0.6161808520000001,3312,0,1,15
Male,CN,46.0,4,4366,0.0,2448.0,6682,258,60.0,176,0.7117749179999999,4366,0,1,15
Male,CN,36.0,6,4246,654.0,3630.0,7405,145,49.8,115,0.64227684,4246,0,1,15
Female,CN,32.0,4,3498,3213.0,0.0,8336,584,21.0,53,0.57053143,3498,0,0,15
Male,CN,37.0,7,4590,1907.0,3072.0,6039,49,68.16666667,131,0.787531048,4590,0,1,15
Female,CN,56.0,4,4070,3060.0,1157.0,7768,200,91.0,167,0.61201725,4070,0,0,15
Male,CN,37.0,6,3538,4724.0,0.0,6365,498,45.0,91,0.746802828,3538,0,1,15
Male,CN,48.0,5,3511,3266.0,0.0,7325,429,32.25,81,0.648832765,3511,0,1,15
Female,CN,34.0,5,2582,0.0,5622.0,6346,169,42.5,131,0.748900095,2582,0,0,15
Male,CN,37.0,5,4368,1210.0,3107.0,5340,196,91.0,218,0.8899456929999999,4368,0,1,15
Male,CN,33.0,6,3419,2683.0,1878.0,9318,45,98.6,271,0.51,3419,0,1,15
Male,CN,42.0,5,4476,1230.0,2142.0,5305,185,97.25,377,0.895762488,4476,0,1,15
Female,CN,29.0,7,3921,2258.0,2715.0,7008,4,94.33333333,195,0.678063642,3921,0,0,15
Female,CN,31.0,3,4121,0.0,1400.0,4750,364,97.0,116,1.0,4121,0,0,15
Male,CN,39.0,4,4562,0.0,4816.0,5289,51,36.66666667,104,0.89804878,4562,0,1,15
Female,CN,48.0,7,2991,1965.0,2547.0,8096,310,49.5,164,0.586623024,2991,0,0,15
Male,CN,53.0,4,2037,0.0,1952.0,9327,137,71.33333333,207,0.509113327,2037,0,1,15
Male,CN,46.0,2,4860,2800.0,0.0,5023,592,109.0,109,0.945291658,4860,0,1,15
Male,CN,45.0,4,3746,3628.0,0.0,7487,394,63.66666667,124,0.634192601,5246,1,1,15
Male,CN,46.0,4,3755,3687.0,0.0,4798,162,154.33333330000002,346,0.989426845,3755,0,1,15
Male,CN,43.0,5,3893,270.0,4419.0,6086,187,67.0,241,0.77965166,3893,0,1,15
Male,CN,47.0,4,5383,768.0,883.0,5530,289,134.0,399,0.857981917,6883,1,1,15
Male,CN,57.0,5,3889,3403.0,963.0,6621,276,103.5,299,0.7165987009999999,3889,0,1,15
Female,CN,41.0,5,3434,0.0,4174.0,8901,32,70.0,137,0.53289181,3434,0,0,15
Female,CN,35.0,7,3674,3615.0,1139.0,7140,66,108.0,396,0.6642563029999999,3674,0,0,15
Male,HK,32.0,5,4125,960.0,1617.0,5998,18,122.25,401,0.790715238,4125,0,1,27
Male,CN,48.0,10,4364,2618.0,4371.0,6216,250,29.66666667,74,0.762958494,4364,0,1,15
Male,CN,34.0,3,3321,1890.0,0.0,6009,440,10.5,18,0.78915793,4121,1,1,15
Female,CN,33.0,8,3256,1620.0,0.0,7760,404,38.0,96,0.611063144,3256,0,0,15
Male,CN,67.0,3,4651,0.0,4179.0,5927,215,66.0,100,0.800037118,4651,0,1,15
Male,CN,41.0,3,2751,3311.0,0.0,6997,517,63.0,117,0.677683293,2751,0,1,15
Male,CN,49.0,7,4128,4602.0,0.0,6639,501,21.66666667,43,0.714098509,4128,0,1,15
Male,CN,52.0,3,5724,0.0,4097.0,5901,66,65.5,79,0.803333333,5724,0,1,15
Male,CN,53.0,4,3493,2618.0,1334.0,7270,279,78.66666667,112,0.652001376,3493,0,1,15
Male,CN,46.0,5,2750,2040.0,2163.0,9146,27,168.5,373,0.518115023,2750,0,1,15
Male,CN,49.0,6,3521,791.0,3782.0,6602,251,31.8,56,0.717746138,4873,2,1,15
Male,CN,47.0,9,3289,0.0,4619.0,7236,7,18.125,79,0.654834163,3289,0,1,15
Female,CN,48.0,4,2977,2190.0,1955.0,7248,316,117.6666667,348,0.6537113689999999,2977,0,0,15
Female,CN,27.0,5,4194,4870.0,0.0,4738,529,43.75,109,1.0,4194,0,0,15
Male,CN,34.0,6,4167,0.0,2120.0,7168,19,98.0,350,0.660897042,4167,0,1,15
Male,CN,46.0,4,3237,3413.0,0.0,7605,475,75.66666667,161,0.622899408,3237,0,1,15
Female,CN,27.0,6,3571,3196.0,1390.0,6132,176,106.4,321,0.772485323,3571,0,0,15
Male,CN,39.0,10,4100,3195.0,2612.0,5790,243,38.33333333,245,0.818,4100,0,1,15
Male,CN,30.0,4,3201,0.0,0.0,6770,160,92.0,260,0.6995613,3201,0,1,15
Male,CN,40.0,7,2690,2170.0,0.0,10638,599,12.83333333,40,0.445187065,2690,0,1,15
Male,CN,62.0,8,3897,2151.0,1183.0,6724,112,82.42857143,257,0.7042682929999999,3897,0,1,15
Male,CN,44.0,4,4557,2368.0,2226.0,5924,359,115.6666667,339,0.799358542,4557,0,1,15
Male,CN,44.0,6,4275,270.0,4342.0,7909,2,79.2,168,0.5987128589999999,4275,0,1,15
Male,CN,46.0,4,3645,4647.0,0.0,5793,569,35.0,99,0.817365786,3645,0,1,15
Male,CN,28.0,3,2850,2130.0,734.0,7922,291,47.0,94,0.597689977,2850,0,1,15
Male,CN,59.0,4,5156,0.0,2333.0,5952,91,48.66666667,126,0.795446909,5156,0,1,15
Female,JP,34.0,7,3128,1428.0,882.0,7686,92,84.0,230,0.615970596,3473,1,0,35
Female,CN,31.0,4,3969,2380.0,1645.0,7378,332,115.6666667,339,0.641650854,5469,1,0,15
Male,CN,41.0,2,4736,3672.0,0.0,5260,562,9.0,9,0.9,4736,0,1,15
Male,CN,33.0,4,4810,2480.0,1981.0,5778,195,133.3333333,202,0.8191883000000001,4810,0,1,15
Male,CN,35.0,9,4460,2592.0,2558.0,6513,11,50.75,195,0.726728082,4460,0,1,15
Male,CN,35.0,5,1528,815.0,1870.0,10581,265,33.0,116,0.4472696339999999,1528,0,1,15
Male,CN,38.0,3,4041,0.0,4359.0,5362,194,26.5,50,0.8825885859999999,4041,0,1,15
Male,CN,39.0,5,3858,0.0,3477.0,6764,105,45.0,95,0.699572738,3858,0,1,15
Male,CN,43.0,5,4107,0.0,2849.0,5977,25,83.5,174,0.79167308,4107,0,1,15
Male,CN,40.0,5,4031,1656.0,3039.0,7220,130,128.25,214,0.655290859,4031,0,1,15
Female,CN,28.0,6,4442,1130.0,2522.0,7740,48,98.6,296,0.611217054,4442,0,0,15
Male,CN,37.0,6,3533,3033.0,0.0,7586,446,35.2,83,0.62348405,3533,0,1,15
Female,CN,35.0,3,4308,2272.0,0.0,6582,397,148.5,283,0.7185050140000001,4308,0,0,15
Female,CN,56.0,5,4612,3695.0,485.0,6760,218,117.5,450,0.6995576920000001,4612,0,0,15
Male,CN,48.0,5,3817,0.0,0.0,6775,196,114.0,268,0.698,3817,0,1,15
Male,CN,45.0,4,3089,0.0,4106.0,6903,327,13.0,32,0.685035492,3089,0,1,15
Male,CN,37.0,6,3979,2016.0,2543.0,5715,162,63.2,97,0.827415573,3979,0,1,15
Female,CN,36.0,3,3819,0.0,3877.0,7353,115,94.0,161,0.643025976,3819,0,0,15
Male,JP,39.0,6,4258,480.0,4076.0,6084,109,74.8,164,0.777143327,4258,0,1,35
Male,US,38.0,9,4257,690.0,4196.0,8057,25,83.5,372,0.586826362,4257,0,1,80
Female,CN,47.0,6,2461,2100.0,2321.0,9249,8,103.6,350,0.5111579629999999,2461,0,0,15
Male,CN,46.0,7,4187,1765.0,1450.0,6453,162,81.16666667,227,0.732615838,4187,0,1,15
Male,CN,31.0,7,4081,1780.0,2602.0,6239,18,94.83333333,159,0.757507613,4081,0,1,15
Female,CN,31.0,5,4269,3530.0,986.0,6338,126,123.75,341,0.745481224,4310,2,0,15
Female,CN,39.0,13,3600,1600.0,3856.0,7918,111,32.58333333,103,0.596711291,3600,0,0,15
Male,CN,37.0,10,2978,3339.0,1921.0,7136,60,44.88888889,110,0.662082399,2978,0,1,15
Male,CN,39.0,7,3184,2048.0,2671.0,8133,154,91.5,178,0.580849625,3184,0,1,15
Female,CN,24.0,5,1844,0.0,1476.0,11635,37,89.5,140,0.406,1844,0,0,15
Male,CN,31.0,5,3776,4424.0,0.0,6932,589,32.5,102,0.6814122909999999,3776,0,1,15
Male,CN,43.0,9,3405,3740.0,1067.0,9348,37,86.625,182,0.505284553,3405,0,1,15
Male,JP,51.0,3,4145,0.0,3310.0,5172,106,78.5,115,0.913132251,4145,0,1,35
Male,CN,30.0,6,3951,0.0,4495.0,7596,68,44.2,67,0.621735124,3951,0,1,15
Male,CN,48.0,7,4016,680.0,3857.0,6066,11,60.66666667,111,0.778519618,4016,0,1,15
Female,CN,38.0,3,5294,0.0,4132.0,5619,34,24.0,36,0.840428902,5294,0,0,15
Female,CN,44.0,3,4414,2538.0,0.0,6013,247,116.5,188,0.785286878,15139,2,0,15
Male,CN,42.0,6,4114,2294.0,2396.0,6753,61,132.6,286,0.6992107209999999,4114,0,1,15
Female,CN,43.0,5,4751,1782.0,0.0,5399,512,50.75,97,0.874550843,4751,0,0,15
Female,CN,50.0,5,4477,560.0,3974.0,5811,170,61.25,134,0.812545173,4477,0,0,15
Male,CN,46.0,5,3560,1733.0,2693.0,6696,103,86.0,239,0.705032855,3560,0,1,15
Male,CN,38.0,5,2554,4486.0,0.0,6436,376,37.0,105,0.7335068370000001,2554,0,1,15
Male,CN,45.0,5,4791,4161.0,0.0,5786,464,31.5,70,0.815909091,4791,0,1,15
Female,CN,25.0,3,4579,1190.0,2890.0,5901,227,94.5,176,0.8,4579,0,0,15
Male,CN,46.0,4,4317,3445.0,0.0,6343,517,54.33333333,140,0.74414315,4317,0,1,15
Female,CN,38.0,4,4831,0.0,4169.0,6125,52,59.33333333,167,0.770548571,4831,0,0,15
Male,CN,48.0,2,3724,0.0,3848.0,6135,190,4.0,4,0.7692665040000001,3724,0,1,15
Male,CN,42.0,5,4135,2980.0,1619.0,4874,287,108.25,266,0.968173984,4135,0,1,15
Male,CN,33.0,6,4332,3197.0,1244.0,6797,52,104.2,290,0.6941783140000001,4332,0,1,15
Male,CN,36.0,7,4082,960.0,3084.0,9800,95,52.0,98,0.481428571,5082,1,1,15
Male,CN,38.0,6,3805,4593.0,0.0,6499,373,38.6,128,0.725950146,3805,0,1,15
Male,CN,43.0,5,2872,950.0,536.0,7782,110,89.25,142,0.606193781,2872,0,1,15
Male,CN,30.0,5,2955,3843.0,0.0,8900,442,24.0,65,0.53,3060,1,1,15
Male,CN,39.0,3,3080,0.0,3786.0,6690,157,37.0,61,0.7050418540000001,3880,1,1,15
Male,CN,52.0,5,3767,1463.0,3040.0,6408,33,92.0,218,0.7360627340000001,3767,0,1,15
Female,CN,54.0,5,4301,0.0,4259.0,6443,8,78.5,297,0.732006829,4301,0,0,15
Female,CN,44.0,8,3934,1490.0,3292.0,7948,19,73.42857143,176,0.5933731760000001,3934,0,0,15
Female,CN,35.0,4,4203,0.0,4112.0,8186,63,66.66666667,124,0.576115319,4203,0,0,15
Female,CN,48.0,6,3265,2310.0,0.0,8982,467,13.2,38,0.525,3265,0,0,15
Male,CN,31.0,4,4108,3070.0,0.0,8130,354,117.3333333,246,0.5799631,4108,0,1,15
Female,CN,29.0,6,3783,4730.0,0.0,5183,392,24.2,46,0.909714451,3783,0,0,15
Male,CN,33.0,3,4720,0.0,3973.0,6231,137,17.0,31,0.7566666670000001,4720,0,1,15
Male,CN,56.0,3,3539,2800.0,1173.0,6231,243,158.0,227,0.7566666670000001,3539,0,1,15
Male,CN,43.0,3,3910,4048.0,0.0,5344,551,47.5,51,0.882223054,3910,0,1,15
Female,CN,30.0,6,3813,0.0,3550.0,6694,13,63.4,159,0.704220197,3813,0,0,15
Male,CN,51.0,5,3894,681.0,3711.0,7905,50,160.0,395,0.596165718,3894,0,1,15
Female,CN,31.0,6,3652,2901.0,1172.0,6734,352,67.4,162,0.6997920999999999,3652,0,0,15
Male,CN,34.0,2,4972,0.0,5330.0,5415,175,9.0,9,0.870175439,8949,2,1,15
Male,CN,36.0,4,4003,4314.0,0.0,7659,374,17.66666667,27,0.6152173910000001,4003,0,1,15
Female,CN,43.0,3,4257,3003.0,1146.0,7194,107,146.5,291,0.654931888,4257,0,0,15
Female,CN,38.0,6,3825,3798.0,644.0,6262,229,85.6,260,0.752408176,3825,1,0,15
Male,CN,31.0,6,4122,3368.0,728.0,6282,338,68.0,163,0.75,4122,0,1,15
Male,CN,39.0,7,2563,1888.0,2790.0,8418,153,43.33333333,167,0.559679259,2563,0,1,15
Male,CA,51.0,9,3135,2940.0,1664.0,9217,5,83.5,231,0.511032874,3135,0,1,12
Female,CN,33.0,5,4035,651.0,2304.0,5721,169,51.5,118,0.8232931309999999,4035,0,0,15
Male,CN,46.0,6,4817,1067.0,0.0,6570,473,38.0,82,0.716826484,4817,0,1,15
Female,CN,31.0,5,4402,4643.0,0.0,6105,444,19.0,55,0.771375921,4402,0,0,15
Male,CN,41.0,5,3707,2522.0,1936.0,7432,144,69.25,179,0.633519914,5243,1,1,15
Male,CN,31.0,3,2736,3124.0,441.0,8995,359,30.5,32,0.5234296829999999,2736,0,1,15
Male,CN,35.0,8,3383,475.0,4029.0,9724,162,32.0,150,0.484182435,3383,0,1,15
Female,CN,40.0,7,4189,2444.0,2089.0,5750,5,109.6666667,440,0.8187965220000001,4189,0,0,15
Male,CN,55.0,8,3727,3831.0,946.0,8332,195,49.28571429,257,0.565050408,3727,0,1,15
Male,CN,30.0,5,4536,630.0,4006.0,5971,4,129.0,445,0.788470943,4536,0,1,15
Male,CN,53.0,5,3231,0.0,1400.0,9013,321,100.0,271,0.522317763,4731,1,1,15
Male,CN,38.0,6,3888,2804.0,2239.0,5534,45,107.8,353,0.8506631729999999,3888,1,1,15
Male,CN,40.0,5,4583,1390.0,272.0,5558,202,126.5,222,0.8468837709999999,4583,0,1,15
Female,CN,29.0,7,4514,2597.0,2051.0,8104,34,92.5,269,0.5808094770000001,4514,0,0,15
Male,CN,38.0,4,2856,830.0,3097.0,8175,101,130.0,350,0.575760245,2856,0,1,15
Female,CN,42.0,7,3862,1692.0,640.0,7726,353,47.5,106,0.6091832770000001,3862,0,0,15
Male,CN,47.0,6,4006,3685.0,1122.0,6175,112,123.2,249,0.762150607,4006,1,1,15
Male,CN,41.0,4,4007,0.0,4740.0,5358,20,34.66666667,67,0.8781056359999999,4007,0,1,15
Male,CN,40.0,5,3153,864.0,4050.0,6264,260,111.25,235,0.751096743,3153,0,1,15
Female,CN,33.0,3,3078,1315.0,2105.0,8628,340,152.0,298,0.54527121,3078,0,0,15
Male,CN,40.0,10,2870,2211.0,2198.0,9641,138,56.33333333,217,0.4879773879999999,3370,1,1,15
Male,CN,34.0,10,2465,2183.0,2961.0,10790,200,58.33333333,214,0.436,2465,0,1,15
Male,CN,33.0,4,5181,0.0,4032.0,5600,45,45.33333333,97,0.84,5181,0,1,15
Male,CN,30.0,6,4385,1246.0,2346.0,5690,78,79.2,231,0.826636204,4385,0,1,15
Male,CN,38.0,5,3438,3049.0,1415.0,6646,139,125.75,363,0.707723443,3438,0,1,15
Female,CN,32.0,4,5226,1380.0,2800.0,5534,338,31.0,89,0.849873509,5226,0,0,15
Male,CN,47.0,7,4885,4097.0,1317.0,5950,121,96.83333333,439,0.790389916,4885,0,1,15
Male,CN,30.0,4,1822,2310.0,1756.0,10688,156,139.66666669999998,304,0.44,1822,0,1,15
Female,CN,32.0,4,3286,2435.0,1747.0,5934,232,115.0,259,0.792502528,3286,0,0,15
Male,CN,38.0,6,3670,2822.0,2400.0,6508,134,116.0,448,0.722566073,3670,0,1,15
Male,CN,30.0,5,3343,1380.0,3011.0,6223,299,21.0,46,0.755521453,3343,0,1,15
Female,CN,37.0,11,3974,1485.0,3833.0,7461,32,68.8,182,0.630108565,3974,0,0,15
Female,CN,31.0,5,3174,1538.0,2672.0,8485,77,107.75,285,0.554060106,3174,0,0,15
Male,CN,38.0,5,3352,0.0,4671.0,6858,17,39.25,138,0.685437445,3352,0,1,15
Male,CN,29.0,6,3529,2399.0,2718.0,6231,344,64.2,161,0.754277002,3529,0,1,15
Male,MY,53.0,3,2403,3349.0,0.0,7112,595,39.5,77,0.660728346,2403,0,1,49
Female,CN,45.0,6,3826,2008.0,0.0,5797,315,66.0,134,0.810574435,3826,0,0,15
Male,CN,56.0,7,3874,0.0,2074.0,14653,16,107.0,245,0.320647649,3874,0,1,15
Male,CN,46.0,4,4098,1655.0,2607.0,6444,100,137.66666669999998,269,0.7290657979999999,4098,0,1,15
Male,CN,48.0,6,3109,2191.0,798.0,7149,337,77.6,219,0.657140859,3109,0,1,15
Male,CN,52.0,2,4302,4080.0,0.0,5872,429,7.0,7,0.8,4302,0,1,15
Male,CN,44.0,4,3946,0.0,4234.0,4840,206,49.33333333,134,0.970578512,3946,0,1,15
Female,CN,36.0,4,2968,1008.0,2500.0,8216,344,40.33333333,104,0.571738072,5468,1,0,15
Male,CN,44.0,7,2491,732.0,3933.0,9072,34,78.16666667,208,0.517752425,2491,0,1,15
Male,CN,52.0,4,3642,3298.0,816.0,6163,357,49.33333333,76,0.76206393,3642,0,1,15
Male,CN,38.0,4,2662,3122.0,823.0,7046,17,163.0,357,0.666417826,2662,0,1,15
Male,CN,37.0,2,4847,3824.0,0.0,4957,540,53.0,53,0.947226145,4847,0,1,15
Male,CN,38.0,4,4975,4040.0,0.0,6897,488,13.66666667,23,0.680687255,4975,0,1,15
Male,CN,38.0,5,5085,0.0,2318.0,5435,284,91.0,204,0.863764489,5085,0,1,15
Male,CN,53.0,4,3787,4420.0,0.0,6719,395,47.66666667,73,0.698690281,3787,0,1,15
Male,IT,26.0,6,3596,683.0,2743.0,6687,14,71.0,122,0.702027815,3596,0,1,34
Male,CN,37.0,3,2993,0.0,3722.0,8235,29,26.0,38,0.569981785,2993,0,1,15
Male,CN,49.0,6,4511,1762.0,2950.0,5079,8,141.0,201,0.92415633,4511,0,1,15
Male,CN,44.0,5,4473,904.0,0.0,6657,158,94.5,157,0.705066847,4473,0,1,15
Male,CN,37.0,8,3065,3316.0,1879.0,7669,125,48.14285714,128,0.612011996,3065,0,1,15
Male,CN,46.0,5,3545,0.0,0.0,6705,337,56.0,151,0.7,3545,0,1,15
Female,CN,40.0,6,3871,5907.0,0.0,6405,585,12.6,27,0.732771272,3871,0,0,15
Female,CN,32.0,8,4040,2130.0,1643.0,5610,156,57.71428571,138,0.8365793229999999,4040,0,0,15
Male,CN,30.0,5,3461,2300.0,2135.0,6839,45,92.5,224,0.686196812,3461,0,1,15
Male,CN,37.0,8,4880,3220.0,1841.0,5192,27,90.14285714,250,0.90375,5380,1,1,15
Male,CN,33.0,7,3815,0.0,4631.0,7367,79,45.16666667,132,0.636887471,3815,0,1,15
Male,CN,40.0,6,3608,552.0,0.0,8396,147,54.8,216,0.558739876,4608,1,1,15
Male,CN,44.0,4,2884,1821.0,2217.0,9837,205,128.0,242,0.476887262,2884,0,1,15
Male,CN,42.0,4,5012,0.0,2869.0,6674,186,2.0,3,0.702884327,5012,0,1,15
Male,CN,39.0,2,2822,0.0,3400.0,8088,33,66.0,66,0.58,2822,0,1,15
Male,CN,31.0,5,4527,2732.0,727.0,5201,151,130.0,419,0.901916939,4527,0,1,15
Male,CN,44.0,3,4767,4462.0,0.0,5021,551,67.0,74,0.93411671,4767,0,1,15
Female,CN,46.0,8,4120,700.0,4461.0,7391,13,52.42857143,211,0.6345609529999999,4120,0,0,15
Male,JP,37.0,5,4859,3880.0,890.0,4690,355,89.25,256,1.0,4859,0,1,35
Male,CN,29.0,5,4832,980.0,3694.0,5118,3,127.0,231,0.916268073,4832,0,1,15
Female,CN,33.0,4,4884,2510.0,2082.0,5189,58,113.6666667,339,0.903715552,4884,0,0,15
Male,CN,35.0,2,3449,3977.0,0.0,5684,435,1.0,1,0.825,3449,0,1,15
Male,CN,30.0,2,3449,3977.0,0.0,5684,368,8.0,8,0.825,3449,0,1,15
Female,CN,41.0,2,3449,0.0,3976.0,5684,133,3.0,3,0.825,5913,1,0,15
Male,CN,34.0,2,3449,3977.0,0.0,5684,604,2.0,2,0.825,3449,0,1,15
Male,BE,38.0,4,3167,0.0,4115.0,7367,42,44.0,54,0.6363770870000001,3167,0,1,7
Male,CN,42.0,5,3143,2840.0,1292.0,8525,265,83.0,207,0.549832258,3143,0,1,15
Female,CN,27.0,4,2662,2484.0,476.0,9394,211,66.0,183,0.498882265,2662,0,0,15
Male,CN,41.0,6,4620,3309.0,1067.0,5844,194,85.6,148,0.801721424,4837,1,1,15
Male,CN,51.0,6,5157,2130.0,2584.0,5407,275,81.6,212,0.866513778,5157,0,1,15
Male,CN,39.0,5,4423,500.0,3735.0,6946,12,109.25,246,0.674504751,4423,0,1,15
Male,CN,50.0,5,4009,2218.0,1040.0,7016,249,99.75,231,0.667766534,4009,0,1,15
Male,CN,38.0,7,4241,1226.0,3481.0,8774,29,109.6666667,334,0.533961705,4241,0,1,15
Female,CN,36.0,5,3370,0.0,2550.0,9760,48,23.25,36,0.48,3370,0,0,15
Male,CN,42.0,7,4984,1632.0,3174.0,5270,15,96.0,217,0.888954459,4984,0,1,15
Male,CN,41.0,8,5384,4104.0,761.0,5042,151,73.0,266,0.929111464,5384,0,1,15
Male,CN,33.0,5,4290,1700.0,2898.0,7010,31,131.75,326,0.6682439370000001,4290,0,1,15
Male,CN,43.0,5,3599,3583.0,450.0,6669,173,107.0,295,0.7023661720000001,3599,0,1,15
Male,CN,34.0,6,3581,0.0,3180.0,7856,129,15.8,53,0.596178717,3581,0,1,15
Male,CN,47.0,2,2460,3683.0,0.0,6460,398,16.0,16,0.725,2460,0,1,15
Female,KR,31.0,12,3966,7038.0,2400.0,6969,116,40.81818182,201,0.6720275509999999,3966,0,0,39
Male,CN,41.0,5,4747,2814.0,0.0,6569,340,32.5,74,0.7129471759999999,4747,0,1,15
Male,CN,42.0,7,3863,1937.0,1750.0,7109,49,107.3333333,385,0.658729779,3863,0,1,15
